Palavra,Frequencia
move,19
moveis,2
movel,3
movem,1
mover,1
movida,2
movido,2
movidos,2
movimenta,3
movimentacao,1
movimentacoes,1
movimentam,1
movimentando,1
movimentar,6
movimento,36
movimentos,6
mozao,1
mp,1
muda,23
mudaca,1
mudado,1
mudam,4
mudamuda,1
mudanca,428
mudancas,22
mudando,5
mudar,277
mudara,2
mudaram,3
mudarao,1
mudaremos,2
mudarmos,1
mudas,1
mude,1
mudou,12
muita,218
muitas,72
muitooooo,1
muitos,59
mulher,179
mulherada,3
mulheres,241
multa,2
multados,1
multar,1
multas,3
multicentro,1
multicentros,4
multidao,19
multidisciplinar,7
multidisciplinares,2
multifuncionais,1
multiplas,1
multiplay,1
multiplica,1
multiplicadores,1
multiplicando,1
multiplicar,3
multiplicarmos,1
multipliquem,1
multiprofissionais,1
multiprofissional,3
multissensoriais,1
multissensorial,3
mundao,1
mundiais,2
mundial,13
mundialmente,1
mundo,219
municipais,37
municipal,199
municipalampliar,1
municipalismo,1
municipalista,1
municipes,1
municipio,31
municipios,8
muricocas,2
murilopolis,1
muro,1
muros,1
murros,1
museu,4
musica,38
musicais,1
musical,2
musicas,4
musico,1
musicos,4
mussurunga,1
mustardinha,3
mutirao,4
mutiroes,2
muuuito,1
muuuuito,1
muuuuitos,1
muuuuuuuuuito,1
my,1
n,38
naaaaaao,1
naaaam,1
nacao,7
nacionais,6
nacional,78
nacionalmente,2
nacoes,3
nada,89
nadhia,1
naiane,1
naipe,3
naisandra,1
namorado,3
nanda,2
nanismo,1
nao,1982
naotapetao,1
napoleao,2
naquela,2
naquele,1
narandiba,1
narcotrafico,6
narracao,1
narrativas,1
nasce,3
nascem,1
nascendo,1
nascente,2
nascer,5
nasceram,1
nasceu,10
nasci,8
nascido,1
nascidos,1
nascimento,7
nat,2
nataaaaaal,1
nataaal,2
natacao,1
nataldofuturo,1
natalense,78
natalenses,32
nataliacombrdenuncie,4
natalizado,1
natalizese,1
natalizou,2
natalprafrentecombr,1
natalrn,2
natflix,5
nativas,1
natmovel,1
nato,6
natricio,2
naturais,6
natural,3
naturalizar,1
natureza,11
naty,1
natyara,1
natzap,2
naufragos,1
naval,1
navarro,1
navega,1
navegador,1
navegam,1
navegavel,1
navila,1
nayr,1
nazare,6
ne,74
necessaria,25
necessarias,5
necessario,17
necessarios,6
necessidade,23
necessidades,64
necessita,6
necessitados,2
necessitam,5
nega,4
negacao,2
negacionismo,1
negacionista,5
negacoes,1
negado,1
negados,2
negar,3
negativa,1
negativamente,1
negativo,1
negativos,2
negligencia,4
negligenciada,2
negligenciado,3
nego,1
negociacao,1
negociava,1
negocio,5
negocios,11
negociose,1
negou,1
negra,15
negrao,1
negras,2
negro,7
negros,5
neide,1
nela,4
nelas,1
nele,10
neles,15
nelida,1
nelio,2
nelle,7
nelson,3
nenhum,24
nenhuma,46
neonatal,1
neopolis,2
nepotismo,2
nereu,1
neri,2
nervosa,1
nessa,299
nessas,13
nesse,78
nesses,13
nesta,127
nestas,3
neste,160
nestes,3
neta,1
netinho,1
netinhos,1
netos,3
netto,4
neuroatipicas,1
neuroatipicos,1
neurodivergentes,9
neurologicos,1
neurossensorial,1
neutralidade,1
neves,7
news,67
newton,1
niemayer,1
nikito,1
nilsin,2
nilson,3
nilzete,1
nina,3
ninguem,77
nisia,1
nisso,12
nisto,1
nitida,1
niveis,1
nivel,74
noah,1
nobel,2
nobre,2
nobres,6
nobreza,1
nocao,2
noe,4
noemi,1
nogueira,22
noitaqui,1
noite,99
noiteeee,1
noites,2
noiva,1
noivos,1
noli,1
nome,53
nomeacao,1
nomeadas,2
nomear,3
nomercado,1
nomes,8
nominando,1
nono,1
norberto,1
nordeste,61
nordestina,5
nordestino,8
nordestinos,4
normal,4
normalizado,1
normalmente,2
normas,1
noronha,2
norte,175
nortearam,1
norteou,1
norton,2
nortplast,1
nossass,1
nosssas,1
nota,14
notar,2
notas,15
notavel,4
notebooks,1
noticia,22
noticiacrime,1
noticiado,1
noticiaram,1
noticiario,2
noticias,12
noticiasfrisson,1
noticiou,2
notificacao,2
notificadas,1
noturnos,1
nova,165
novaes,1
novais,2
novamente,33
novapalestina,1
novas,114
nove,4
novela,5
novidade,15
novidades,3
novinha,1
novinhas,1
novinho,2
novos,69
nucleo,1
nucleos,2
nude,1
nulos,1
numero,115
numeros,18
nunca,110
nunes,4
nutricional,1
nutricionista,1
nutricionistas,2
oa,1
oab,3
oabpe,2
obitos,4
objetivando,2
objetivo,38
objetivos,5
obra,89
obras,129
obriga,1
obrigacao,4
obrigada,69
obrigado,269
obrigadojoao,1
obrigar,1
obs,2
observamos,1
observatorio,2
observem,1
obstaculo,2
obstaculos,7
obtencao,1
obteve,4
obtidos,1
obtivemos,1
obviamente,1
obvio,1
ocancer,1
ocasiao,6
oceania,1
ocorre,4
ocorrem,1
ocorrencias,1
ocorrendo,1
ocorrera,3
ocorreu,1
ocorrida,2
ocorrido,3
oculos,36
ocupa,7
ocupacao,4
ocupacional,1
ocupacoes,1
ocupadas,1
ocupado,1
ocupando,3
ocupar,8
ocuparam,1
ocuparmos,1
ocupava,1
ocupe,1
ocupei,1
ocupem,1
ocupou,3
odeia,1
odilo,2
odilon,1
odio,36
odontologia,2
ods,1
oeste,16
ofendi,1
ofensas,2
ofensivo,1
ofereca,2
oferece,15
oferecem,2
oferecemos,1
oferecendo,21
oferecer,47
oferecera,2
ofereceram,2
oferecerao,1
oferecia,2
oferecidos,2
oferencendo,1
oferta,8
ofertada,1
ofertando,1
ofertar,1
ofertas,1
office,5
oficiais,2
oficial,14
oficializacao,1
oficializando,5
oficialmente,6
oficinas,3
oficio,1
oficios,1
oi,6
oitavo,1
oitizeiro,2
oito,9
ok,1
okaida,1
ola,3
olavo,2
olegario,1
olha,52
olhada,5
olham,2
olhando,32
olhar,66
olharam,1
olhares,6
olharmos,1
olhe,9
olhem,4
olho,87
olhos,29
oligarquias,1
olimpiadas,1
olimpica,5
olimpico,1
olinda,6
oliveira,15
oliveiras,3
ombrinho,2
ombro,1
omissao,4
omite,2
oms,1
on,6
oncologia,1
oncologicas,1
onda,147
ondaaa,1
ondaaaaaaa,1
onde,300
onelia,7
onerar,1
ong,2
ongs,1
onibus,110
online,7
ontem,98
onu,8
onze,4
oooutro,1
opa,3
opcao,24
opcoes,8
opera,1
operacao,18
operacional,2
operacoes,8
operador,1
operadoras,1
operadores,1
operando,1
operar,1
operararia,1
operaria,3
operario,1
opinar,2
opine,1
opiniao,3
opinioes,1
oportuna,1
oportunidade,146
oportunidades,300
oportunista,1
oportunistas,2
oposicao,11
opositores,1
opovo,2
opressao,4
optar,3
opte,1
optou,1
oq,1
oque,1
oracao,10
oracoes,5
orando,2
orcamentaria,5
orcamento,18
orcamentos,1
orcano,1
ordem,82
ordenada,1
ordenar,1
ordens,2
ordinario,2
organicos,1
organizacao,11
organizacoes,3
organizada,10
organizado,21
organizadora,1
organizados,1
organizando,2
organizar,5
organizaram,1
organizarem,1
organizaremos,1
organizou,1
orgao,7
orgaos,4
orgulha,3
orgulhar,3
orgulho,128
orgulhos,1
orgulhosa,6
orgulhosamente,2
orgulhoso,1
orientacao,3
orientacoes,1
origem,1
origens,2
originais,1
orixas,1
orla,31
orlando,13
orlette,2
orllete,1
oro,2
orquestra,6
orquestrada,1
orquestrado,2
osas,1
oscar,1
osso,2
oswaldo,1
otica,4
otima,6
otimas,1
otimismo,1
otimista,4
otimizar,2
otimizei,1
otimo,10
otto,2
ouca,3
ouco,3
ouro,18
ousada,1
outra,42
outras,74
outro,59
outros,52
outubro,582
ouve,3
ouvi,7
ouvida,5
ouvidas,4
ouvido,3
ouvidoria,1
ouvidos,2
ouvila,1
ouvimos,15
ouvindo,61
ouvir,72
ouviram,2
ouvirei,1
ouvirem,1
ouvirmos,1
ouviu,37
ovo,3
own,1
oxe,1
oxi,1
oxumare,1
ozanam,1
p,3
pablo,3
pac,3
pacheco,2
paciencia,2
pacientes,3
pacifico,1
pack,3
pacto,2
pactuado,2
padaria,2
padilha,11
padrao,8
padre,11
padrinho,1
padroeira,9
padronizacao,2
padronizadas,1
paes,1
paga,13
pagam,4
pagamento,9
pagamentos,2
pagando,4
pagar,14
pagara,1
pagaram,1
pagaria,1
pagas,1
pagina,15
paginas,4
pago,3
pagodao,1
pagodeira,1
pagos,2
pai,36
painel,1
painho,7
pais,81
paisagem,2
paisagismo,1
paisagistica,1
paisapos,1
paises,3
paixao,2
paixoes,1
pajeu,2
pajucara,2
palacete,1
palacio,4
palafitas,1
palanque,8
palavra,36
palavras,45
palavrinha,1
palco,10
palcos,1
palestina,3
paleto,8
palitolandia,3
palma,8
palmares,1
palmeira,3
palmeiras,4
palmo,4
palra,1
pamplona,3
panatis,6
pandeiro,1
pandemia,26
panela,2
panfletagem,7
panfletagens,1
panfletar,1
panfleto,1
panfletos,3
panificadora,3
pano,1
pantanal,13
pantikao,1
pao,7
paozinho,1
papa,2
papagaio,2
papais,2
papel,36
papelzinho,1
papo,23
papocar,4
paraatletas,1
parabenizando,3
parabenizar,1
parabenizo,3
parabens,42
paracaina,1
parace,1
parada,11
paradas,11
paradinha,7
paradinhas,1
paradinho,2
parado,5
parados,2
paraguassu,3
paraiba,22
paraibana,4
paraibanas,1
paraibano,5
paraibanos,5
paraiso,11
paralelo,2
paralimpiadas,3
paralimpica,1
paralimpico,2
paralimpicos,1
param,5
paramana,1
parametros,1
paramos,2
parana,17
parando,2
paraolimpiadas,1
parapanamericanos,1
parar,101
paratleta,3
paratletas,8
parca,1
parcao,2
parceira,9
parceiro,8
parceiros,9
parcelas,2
parceria,86
parceriaconte,1
parcerias,22
parda,1
pardo,4
pare,5
parece,24
parecem,2
parecendo,2
pareceu,1
parecido,2
parecidos,2
paredao,4
parede,1
parei,1
parem,2
parente,4
parentes,5
paridade,1
paripe,4
paris,3
parlamentar,13
parlamentares,3
parnaiba,5
paro,2
parolimpiadas,1
parou,7
parque,153
parques,10
parquinho,3
parquinhos,2
parte,223
partem,1
participa,3
participacao,47
participacoes,2
participado,1
participamos,22
participando,5
participantes,4
participar,58
participara,1
participaram,23
participarem,1
participassem,1
participativa,3
participativo,2
participe,10
participei,18
participo,1
participou,11
particular,2
particulares,2
partida,3
partidaria,2
partidario,1
partido,70
partidos,6
partilha,1
partilhando,1
partilho,1
partimos,1
partir,115
partiram,1
partiu,8
parto,3
partos,2
pas,1
pasm,1
pasmem,1
passa,46
passada,5
passadas,5
passadinha,1
passado,53
passados,1
passageiro,1
passageiros,5
passagem,32
passagens,3
passam,6
passamos,44
passando,50
passar,79
passara,4
passaram,6
passarao,1
passare,2
passarela,5
passarelas,2
passarem,3
passaremos,2
passarinho,2
passasse,1
passava,3
passe,24
passeata,9
passei,5
passes,1
passinho,8
passinhos,2
passo,90
passos,11
passou,77
pasta,1
pasteis,1
pastel,2
pastor,11
pastoras,1
pastordiego,1
pastores,1
patamar,8
patas,5
patio,4
pato,1
patria,7
patricio,1
patrimonio,13
patrimonios,2
patriota,10
patriotas,1
patriotismo,1
patrulha,3
patrulhamento,3
patrulhas,1
pau,8
paula,4
paulaeu,1
paulina,3
paulista,5
paulistana,1
paulo,45
paulonem,1
paupina,2
pausa,10
pauta,15
pautada,4
pautadas,1
pautado,2
pautando,1
pautas,8
paute,1
pavilhao,1
pavimentacao,18
pavimentada,1
pavimentadas,2
pavimentamos,1
pavimentando,1
pavimento,1
pavimentos,2
pavinatto,1
paz,35
pb,6
pcd,6
pcdob,173
pcdobpvpppsdpsbprmdb,3
pcdobpvpppsdpsbrepublicanosmdb,12
pcds,2
pdt,32
pe,59
peca,16
pecas,1
peco,21
peculiar,1
pecunia,1
pedacos,1
pedagogia,1
pedagogico,1
pedagogicos,6
pedal,6
pedala,2
pedalando,1
pedalar,5
pedalaram,1
pedalzinho,1
pede,17
pedemeia,22
pedestre,1
pedestres,5
pedi,5
pedia,1
pediatrica,2
pedida,1
pedido,16
pedidos,3
pedimos,5
pedindo,18
pedir,16
pediram,6
pedirmos,1
pediu,4
pedonal,1
pedra,9
pedrada,1
pedras,2
pedrinhas,4
pedro,17
pedrosa,1
pega,7
pegada,3
pegadinhas,1
pegado,1
pegamos,4
pegando,1
pegar,24
pegaram,1
pego,1
pegou,14
pegue,8
peguei,2
peito,25
peitou,1
peixada,1
peixe,5
peixoto,3
peladeiros,1
pele,6
pelotao,6
pelotoes,2
pena,23
penais,1
penalidades,1
penalizacao,1
penalizada,1
penas,1
pendencias,2
pendure,1
penha,5
penitenciarios,1
pensa,13
pensada,4
pensadas,3
pensado,8
pensados,3
pensamento,2
pensamos,4
pensando,26
pensar,30
pensara,1
pensarmos,1
pense,25
pensionistas,1
penso,1
pensou,3
penultimo,2
pequena,12
pequenas,5
pequenininho,1
pequeninos,1
pequeno,24
pequenos,28
pequisa,2
perca,35
percebe,1
percebemos,3
perceber,5
perceberam,1
percebi,1
percebo,1
percentuais,35
percentual,2
perci,1
percorremos,22
percorrendo,14
percorrer,9
percorreu,6
percorri,7
percorrido,1
percorridos,1
percurso,23
percursos,1
percussao,2
perda,5
perdao,1
perde,10
perdem,1
perdemos,2
perdendo,1
perder,19
perderem,1
perdeu,8
perdi,1
perdoar,2
pereira,9
perenidade,2
perfeita,7
perfeitamente,1
perfeito,5
perfil,14
perfilamento,1
perfis,3
performance,1
perfurado,1
pergunta,25
perguntam,1
perguntamos,1
perguntando,4
perguntar,2
perguntas,11
pergunte,1
pergunto,1
perguntou,2
periferia,22
periferias,17
perifericas,3
perifericos,2
perigo,1
perigoso,1
perimetral,2
periodicamente,1
periodo,14
periodos,1
periperi,3
perita,1
peritos,1
permaneca,1
permanece,4
permanecem,2
permanecera,1
permanencia,7
permanente,9
permanentes,1
permissao,1
permissionarios,1
permissivel,1
permita,8
permitam,1
permite,5
permitidas,1
permitindo,4
permitir,17
permitira,1
permitiram,1
permitirao,1
permitiremos,1
permitiu,3
pernambucano,1
pernambuco,6
pernambues,4
pero,2
perolas,1
perpassa,1
perpetuacao,1
perpetuado,1
perpetuam,1
perpetuando,1
perpetuar,6
perseguicao,2
perseguicoes,1
perseguido,1
perseguidos,2
perseguindo,1
perseguir,1
perseveranca,4
perseverar,1
personagem,1
personalidade,1
personalidades,1
personalizada,1
personalizadas,1
personalizados,1
personalize,3
perspectiva,1
perspectivas,4
pertence,2
pertences,2
pertinho,18
perto,144
perversa,1
pes,10
pesa,1
pesada,1
pesadelo,2
pesado,2
pesando,1
pesar,3
pesca,2
pescadora,1
pescadores,5
pescarias,1
peso,12
pesqueira,1
pesqueiro,1
pesquisa,292
pesquisar,2
pesquisas,80
pesquisasforam,1
pesquise,1
pessima,5
pessimas,3
pessimo,3
pessoais,3
pessoal,31
pessoalmente,8
pessoas,616
pessoasbentre,1
pessoense,16
pessoenses,12
pet,18
petecas,1
petfriendly,1
petista,2
petistas,5
petrobras,2
petropolis,1
pets,19
petscan,1
pf,7
ph,2
piabas,2
piada,1
piadas,1
piaui,24
piauienses,2
pib,3
picado,1
picarra,7
picarreira,6
pici,7
pico,2
picuinhas,1
pilar,6
pilares,3
pililililim,2
pililimlilim,1
piloto,1
pimenta,2
pimentinha,1
pina,4
pinheiro,2
pinho,1
pintada,2
pintados,1
pintou,1
pintura,1
pinzon,5
pio,3
pioneira,2
pioneiro,3
pioneiros,1
pior,19
piora,1
piores,6
pipoca,1
pipoco,1
pique,17
piqueniques,1
piraja,4
pirambu,6
pirangi,3
pirapora,1
pires,1
pisa,1
pisada,1
pisadinha,19
pisadinhas,4
pisante,1
pisar,1
piscina,1
piscinas,1
piscou,2
piseiro,12
piseiros,2
piso,6
pisos,1
pisou,1
pista,8
pistas,1
pitanga,1
pitanguinha,1
pithon,1
pitimbu,1
pivete,1
pivo,1
pix,1
pizzaria,1
pl,99
placa,3
placar,2
placas,1
plana,1
planalto,19
planando,1
planejada,2
planejado,1
planejamento,34
planejamos,4
planejando,1
planejar,2
planejou,1
planeta,3
planilha,2
plano,179
planos,15
planta,2
plantamos,2
plantando,4
plantao,1
plantar,1
plantas,2
plantio,2
plataforma,9
plataformas,3
plateia,1
platinum,1
play,18
playground,3
playlist,1
plebiscitario,1
pleiteando,1
pleito,5
plena,6
plenamente,3
plenaria,38
plenario,2
pleno,9
plenos,1
plim,2
plinio,1
plj,1
plotado,1
plotar,1
plotou,1
plural,2
pluralidade,1
pluralizar,1
pluviais,1
pma,1
pmb,135
pmjp,1
pmt,1
pnad,2
pneumologia,1
pneus,2
pneushop,1
pobre,2
pobres,7
pobreza,11
pocando,1
poco,7
pod,2
podas,1
podcast,23
podcasts,1
podconfiar,2
pode,978
podem,66
podemos,271
podendo,3
poder,123
podera,16
poderao,11
poderatlasintel,1
poderem,1
poderemos,2
poderes,1
poderia,16
poderiam,1
poderiamos,2
poderosa,1
poderoso,2
poderosos,3
podia,8
podio,2
poe,5
poeira,7
poema,1
poesia,1
poesias,1
poeta,1
pois,52
polemica,1
policia,50
policiais,7
policial,5
policiamento,2
policias,1
policlinica,3
policlinicas,23
poliesportiva,1
politica,124
politicas,106
politico,36
politicos,18
pollyanna,2
polo,51
polos,2
polpa,1
poluicao,3
polvora,2
ponha,1
ponta,23
pontal,5
pontape,12
pontas,1
ponte,51
pontes,12
pontilhao,2
ponto,53
pontopoder,2
pontos,86
pontualmente,1
pontuei,1
pontuou,1
pop,4
populacao,241
populacional,1
popular,163
populares,21
populosa,2
populoso,2
populosos,3
porcentagem,2
porcentagens,1
porem,6
porque,371
porquinho,1
porta,35
portaaporta,1
portadores,2
portal,5
portanto,7
portas,9
porte,3
porto,36
portugal,8
portugues,1
portuguesa,1
pos,1
posgraduacao,1
posicao,10
posicionado,1
posicionamento,1
posicionar,2
posicoes,2
positiva,26
positivamente,1
positivas,12
positividade,9
positivo,6
positivos,6
possa,27
possam,54
possamos,19
posse,3
possibilidade,14
possibilidades,3
possibilita,1
possibilitam,1
possibilitar,1
possibilitem,1
possiveis,10
possivel,109
posso,24
possuem,9
possui,15
post,33
posta,5
postagem,3
postagens,1
postais,1
postal,5
postando,1
postar,3
postaram,1
postaremos,1
poste,2
posted,1
posteriormente,4
postes,1
posto,14
postos,34
postura,5
posturas,1
potavel,4
potencia,11
potencial,17
potencializando,1
potencializar,2
potencias,2
potengi,5
potente,3
poti,3
potiguar,6
potiguares,1
poty,12
potycabana,1
pouca,1
poucas,2
pouco,83
poucos,13
poupanca,9
poupar,2
pouparei,1
poupou,1
pouquinho,11
pousada,4
povo,993
povoado,2
povocast,2
povooo,2
povos,2
poxa,1
poxim,1
pp,21
pppsdpsbrepublicanosmd,2
pppsdpsbrepublicanosmdb,212
pq,2
pr,3
pra,1600
praca,95
pracas,32
pracinha,2
prado,11
praguinha,2
praguinhas,1
praia,23
praias,6
praquela,1
pras,13
pratao,1
pratica,34
praticada,1
praticado,1
praticados,3
praticamente,7
praticando,3
praticante,2
praticantes,1
praticar,1
praticas,13
praticidade,2
pratico,1
prato,2
pratodomundo,1
pratodosverem,2
pratos,3
praxe,1
prazer,14
prazeres,1
prazerosa,1
prazeroso,1
prazo,6
prd,13
precandidatos,1
precandidatura,1
precaria,7
precarias,2
precariedade,1
precario,1
precarios,1
precariza,1
precarizada,1
precarnaval,1
precatorios,3
preces,1
preciosa,2
precioso,3
precisa,509
precisam,78
precisamos,103
precisando,3
precisar,6
precisara,1
precisaram,2
precisaremos,1
precisassem,2
precisava,4
precise,3
precisei,1
preciso,39
precisou,2
preco,14
precoce,6
precoces,1
preconceito,5
preconceitos,1
precos,1
predio,3
predios,10
predomina,1
preeleicao,2
preenche,1
preencher,4
preescolas,2
pref,2
prefake,1
prefeita,516
prefeitao,3
prefeitinho,1
prefeito,1108
prefeitoa,1
prefeitos,8
prefeitura,357
prefeituras,1
prefeituraveis,1
prefeitxxa,1
prefere,3
preferem,3
preferencia,6
preferia,1
preferida,1
preferido,1
preferir,2
prefs,9
preguica,1
prejudica,1
prejudicadas,1
prejudicado,2
prejudicados,1
prejudicam,1
prejudicando,3
prejudicar,2
prejudicou,2
prejudique,1
premiacao,1
premiacoes,1
premiada,1
premiado,2
premiados,1
premio,17
premios,1
prenatal,4
prender,1
prentente,1
preocupa,5
preocupacao,1
preocupacoes,2
preocupada,1
preocupado,2
preocupados,1
preocupante,3
preocupar,1
preocupe,3
preocupou,1
prepara,12
preparacao,2
preparada,37
preparadas,1
preparadissima,1
preparado,79
preparados,31
preparalos,1
preparamos,2
preparando,12
preparandoos,1
preparar,9
preparativos,1
preparatorio,1
prepare,5
preparem,2
preparese,3
preparo,12
prepotencia,1
pres,1
presa,7
presbitero,1
presenca,120
presencas,1
presencia,1
presencial,7
presencialmente,1
presenciamos,1
presenciar,1
presencio,1
presentao,2
presente,68
presenteou,2
presentes,27
presentinhos,2
presepada,1
preservacao,19
preservada,2
preservados,1
preservam,1
preservando,5
preservar,8
preserve,1
presidencia,6
presidencial,1
presidenta,5
presidente,200
presidentes,1
presidi,1
presidida,1
presidios,1
presidiu,1
presido,1
preso,4
pressa,8
pressaaaaao,1
pressao,14
pressas,2
presta,8
prestacao,2
prestado,6
prestados,6
prestam,1
prestamos,1
prestar,5
preste,1
prestem,2
prestes,13
prestigia,1
prestigiado,3
prestigiando,4
prestigiar,5
preta,82
pretas,4
pretende,5
pretendemos,2
pretensao,1
preto,69
pretos,1
prevaleca,1
prevalece,8
prevalecendo,2
prevalecer,1
prevalecera,2
prevaleceu,1
preve,4
prevejo,1
prevencao,16
prevendo,1
prevenir,2
preventivas,2
preventivo,3
prevestibular,3
previa,1
previna,1
previne,1
previsao,5
previsiveis,1
prevista,2
previsto,2
prezamos,1
prezar,1
preze,3
prezei,1
prima,1
primaria,7
primaveeeeeeeeera,1
primavera,13
primaz,1
primeira,244
primeiradama,16
primeiramente,4
primeiras,7
primeiro,268
primeiros,13
primo,1
primordiais,1
primordial,3
princesa,4
principais,33
principal,17
principalmente,46
principio,3
principios,11
print,5
printa,1
prints,1
prioridade,83
prioridades,21
prioritarias,3
prioriza,1
priorizala,1
priorizamos,1
priorizando,4
priorizar,2
priorizaram,1
priorize,4
priorizei,1
priorizou,1
prisao,5
priscilla,1
prisional,1
prismas,2
prisoes,2
privacao,1
privacoes,1
privada,10
privadas,3
privado,1
privados,2
privatizacao,1
privatizacoes,1
privatizar,1
privilegio,5
privilegios,1
pro,120
proautismo,1
problema,42
problemas,94
procedimentos,3
processo,20
processos,2
prociclovias,1
procissao,4
procon,6
procura,2
procuradas,1
procurador,1
procuradoria,7
procuradorias,2
procurados,4
procure,3
producao,12
produtiva,15
produtivo,10
produtivos,3
produtora,2
produtores,1
produtos,6
produzida,1
produzido,3
produzir,2
proemias,11
prof,3
proferidos,1
professor,16
professora,9
professoras,16
professores,70
profissao,8
profissionais,74
profissional,27
profissionalismo,1
profissionalizacao,1
profissionalizantes,1
profissoes,1
profunda,7
profundamente,5
profundas,1
profundidade,1
profundo,6
programa,257
programacao,4
programando,1
programas,44
progredimos,1
progredindo,1
progredir,2
progressista,3
progressistas,20
progressiva,1
progresso,110
proibicao,1
proibidas,1
proibido,2
projecao,1
projetada,1
projetado,1
projeto,244
projetos,102
prol,9
prolongamento,1
prolongando,1
promessa,16
promessas,36
promete,8
prometem,1
prometemos,1
prometendo,3
prometer,3
prometeu,5
prometi,2
prometido,2
prometo,4
promissor,5
promocao,12
promorar,13
promotor,1
promova,2
promovam,3
promove,13
promovem,3
promovendo,20
promover,44
promoverem,1
promovida,3
promovido,7
pronta,29
prontamente,1
prontas,2
prontidao,1
prontinho,1
pronto,102
prontos,133
prontovida,6
prontuario,5
pronunciamento,2
pronunciem,1
pronunciou,2
propagacao,1
propagada,1
propagados,1
propagandas,5
propagando,1
properar,1
propoe,2
propomos,2
propondo,5
proponho,1
propor,1
proporciona,1
proporcionado,2
proporcional,1
proporcionando,11
proporcionar,5
proporcione,1
propositiva,15
propositivo,5
proposito,17
propositos,3
proposta,126
propostas,586
proposto,1
propria,23
proprias,3
propriedade,4
propriedades,2
proprio,8
proprios,8
pros,12
proserv,2
prospera,16
prosperar,4
prosperidade,4
prospero,11
prostata,1
prostituicao,1
protagonismo,11
protagonista,1
protagonistas,2
protec,1
protecao,63
protege,2
protegem,1
protegemos,1
protegendo,3
proteger,12
protegida,2
protegidas,3
proteja,2
protejam,2
protetor,4
protetora,1
protetores,4
protocolado,1
protocolando,1
protocolaram,1
protocolo,10
prouni,1
prova,26
provador,1
provamos,2
provando,5
provar,8
provara,1
provas,9
provavelmente,2
provei,1
proveitosa,1
prover,1
proverbio,1
proverbios,1
providencia,2
providencias,2
provincia,2
provisoria,2
provo,1
provocacao,1
provocando,1
provocar,1
provou,5
proxima,29
proximas,8
proximidade,4
proximidades,1
proximo,135
proximos,92
prudente,1
ps,1
psb,245
psd,76
psdb,251
psdbcidadania,1
psdbcidadaniapmbrepublicanospldcprdnovopp,2
psfs,5
psicologia,4
psicologica,4
psicologico,7
psicologicos,2
psicologo,2
psicossocial,1
psiquiatra,2
psiquiatras,1
psiquiatria,2
psiquiatricas,1
psol,176
pt,258
ptpc,68
ptpcdobpv,214
ptpcdobpvpppsdpsbprmdb,1
ptpcdobpvpppsdpsbrepublicanosmdb,303
publica,152
publicacao,118
publicacoes,1
publicada,1
publicado,2
publicamente,2
publicas,78
publicidade,3
publicitario,2
publico,238
publicos,68
pude,16
pudemos,5
puder,2
pudera,1
puderam,5
pudesse,9
pudessem,1
pudor,3
pulando,3
pulim,1
pulo,4
pulsa,2
pulsam,1
pulsando,1
pulsar,1
pulseira,1
pulseiras,3
pulseirinhas,3
pulso,4
pune,2
punicao,4
punida,1
punidas,1
punidos,4
punindo,1
punir,1
puniu,1
pura,23
puraaaaa,1
pureza,6
puro,4
purosangue,1
puxada,1
puxamos,1
puxando,2
puxar,1
pv,173
qg,1
qr,1
quadra,15
quadras,10
quadriculada,1
quadro,2
quadros,3
quaest,31
quaestintertv,1
quaesttv,4
quais,15
quaisquer,1
qualidade,307
qualifica,1
qualificacao,19
qualificada,2
qualificado,4
qualificados,1
qualificar,5
qualquer,41
quanta,4
quantas,9
quantidade,17
quanto,62
quantos,1
quao,1
quaresma,1
quarta,10
quartafeira,30
quartel,1
quartinho,1
quarto,1
quartou,1
quase,51
quatro,87
quatros,1
quebra,3
quebracabeca,1
quebrada,1
quebradas,2
quebrado,1
quebrados,1
quebrando,1
quebrar,3
queda,8
queimadas,1
queimar,2
queiram,1
queiroz,150
queixas,2
quente,4
quentinho,5
quer,426
querem,64
queremos,180
queremosqueremos,1
querendo,14
querer,15
quererem,1
queria,8
queriam,1
querida,34
queridas,2
querido,17
queridometro,1
queridos,3
quero,168
queroquero,3
queroqueroquero,1
querote,1
quesito,2
questao,33
questiona,2
questionado,1
questionamento,1
questionamentos,3
questionando,1
questionar,1
questionaveis,1
questoes,22
quieroga,5
quilombola,4
quilombolas,2
quilometros,2
quinta,6
quintafeira,27
quintal,2
quintana,1
quintas,9
quintino,2
quinto,1
quintou,1
quintura,1
quiosques,4
quirino,1
quis,5
quiser,21
quiserem,5
quisessem,1
r,68
rabada,2
rabo,1
raca,1
racao,2
raciais,1
racial,7
racismo,10
radares,2
radial,2
radialista,4
radialistacomentarista,3
radical,1
radicalismo,1
radio,44
radiologia,1
radional,1
radios,1
rafaela,1
raia,2
raiane,2
raifran,2
raimundo,8
raio,2
raiou,1
raiox,1
raissa,2
raiz,6
raizes,6
ramalho,1
ramo,1
rampas,1
rancor,1
rangedor,1
rangel,3
ranking,19
rankings,1
rap,1
rapaz,6
raphael,1
rapida,6
rapidamente,2
rapidas,2
rapidez,4
rapidinha,1
rapidinho,2
rapido,12
raposas,4
raquel,1
raquete,3
raquetes,1
raras,2
raro,1
rasas,1
rasos,1
rasta,13
rasteiros,1
rastreamento,1
rastreio,1
ratificada,1
